params,score
"[2.71606004e+00 1.67813916e+00 6.40509795e-02 4.30406980e+00
 5.34913898e+00 5.00183637e+02]",43682.14753335011
"[2.71552763e+00 1.67528989e+00 6.66142548e-02 4.29194404e+00
 5.34373354e+00 5.00190237e+02]",3026.1260147317207
"[2.71684763e+00 1.67615247e+00 6.58037558e-02 4.29725821e+00
 5.34759115e+00 5.00190343e+02]",2917.1327073256584
"[2.71755042e+00 1.67929108e+00 6.31348278e-02 4.30914633e+00
 5.35361417e+00 5.00181251e+02]",26245.182304081784
"[2.71576896e+00 1.67746146e+00 6.46706907e-02 4.29868958e+00
 5.34838022e+00 5.00183496e+02]",16130.090391852676
"[2.71706890e+00 1.67993730e+00 6.26580580e-02 4.30969681e+00
 5.35414682e+00 5.00178268e+02]",11882.163027558958
"[2.71652917e+00 1.67808881e+00 6.41846615e-02 4.30293726e+00
 5.34978493e+00 5.00182916e+02]",3137.100862748696
"[2.71473626e+00 1.67542684e+00 6.65121797e-02 4.29007739e+00
 5.34296382e+00 5.00187839e+02]",4357.099607259889
"[2.71469164e+00 1.67664978e+00 6.54190782e-02 4.29358238e+00
 5.34510482e+00 5.00183590e+02]",119717.1694465735
"[2.71367556e+00 1.67341816e+00 6.83968096e-02 4.28138129e+00
 5.33826554e+00 5.00192747e+02]",5477.132012489003
"[2.71542924e+00 1.67773088e+00 6.45370357e-02 4.29806192e+00
 5.34809639e+00 5.00181361e+02]",95482.17738689018
"[2.71760710e+00 1.67865782e+00 6.36458329e-02 4.30755298e+00
 5.35236843e+00 5.00183455e+02]",152101.15342780034
"[2.71605492e+00 1.67501975e+00 6.68011040e-02 4.29201875e+00
 5.34444514e+00 5.00192270e+02]",78401.09029605017
"[2.71460487e+00 1.67588168e+00 6.60989298e-02 4.29118585e+00
 5.34385380e+00 5.00186291e+02]",19882.181456551036
"[2.71907413e+00 1.68152069e+00 6.12730744e-02 4.32283643e+00
 5.35915099e+00 5.00179420e+02]",6890.122191166976
"[2.71339377e+00 1.67268262e+00 6.92494926e-02 4.27658995e+00
 5.33604571e+00 5.00192410e+02]",35345.04349721195
"[2.71405378e+00 1.67559643e+00 6.64510140e-02 4.28889502e+00
 5.34202908e+00 5.00185927e+02]",36101.21111811057
"[2.71320771e+00 1.67328572e+00 6.86298685e-02 4.27926238e+00
 5.33715694e+00 5.00191667e+02]",3970.165618542994
"[2.71570682e+00 1.67687977e+00 6.52466334e-02 4.29660714e+00
 5.34679151e+00 5.00184968e+02]",33490.21330515621
"[2.71470960e+00 1.67649427e+00 6.56861204e-02 4.29293838e+00
 5.34434249e+00 5.00184003e+02]",32401.156770947444
"[2.71253755e+00 1.67166577e+00 7.01266299e-02 4.27271818e+00
 5.33368895e+00 5.00195546e+02]",1226.1238112203869
"[2.71535461e+00 1.67658874e+00 6.55425271e-02 4.29453276e+00
 5.34583610e+00 5.00185063e+02]",18497.143198870475
"[2.71093314e+00 1.66856698e+00 7.31888200e-02 4.26165871e+00
 5.32654134e+00 5.00204963e+02]",187490.23699219892
"[2.71205787e+00 1.66991628e+00 7.20615513e-02 4.26457939e+00
 5.33013809e+00 5.00199412e+02]",677.1401534267151
"[2.71620737e+00 1.67858532e+00 6.36542028e-02 4.30552275e+00
 5.35048475e+00 5.00182283e+02]",36865.20145303527
"[2.71525738e+00 1.67392729e+00 6.79345955e-02 4.28498553e+00
 5.34188435e+00 5.00193326e+02]",530.1149939080399
"[2.71236202e+00 1.67055731e+00 7.13429069e-02 4.26710520e+00
 5.33198269e+00 5.00197885e+02]",626.109090927796
"[2.71405068e+00 1.67419739e+00 6.76665940e-02 4.28459279e+00
 5.34012888e+00 5.00190923e+02]",37250.12445745907
"[2.71222557e+00 1.67106281e+00 7.08253710e-02 4.26919035e+00
 5.33229193e+00 5.00196353e+02]",5042.126579832939
"[2.71685472e+00 1.67819224e+00 6.40479808e-02 4.30517121e+00
 5.35032631e+00 5.00184150e+02]",170.1300646162296
"[2.71552197e+00 1.67602524e+00 6.59820830e-02 4.29284005e+00
 5.34575907e+00 5.00187358e+02]",10405.124201537095
"[2.71584742e+00 1.67531011e+00 6.64631487e-02 4.29391794e+00
 5.34457080e+00 5.00191928e+02]",1157.0945043991628
"[2.71406729e+00 1.67455777e+00 6.74326562e-02 4.28488914e+00
 5.34047181e+00 5.00188936e+02]",9410.15662678932
"[2.71625026e+00 1.67642733e+00 6.55982875e-02 4.29615003e+00
 5.34747325e+00 5.00187921e+02]",86437.19484108029
"[2.71500670e+00 1.67564528e+00 6.62062772e-02 4.29316438e+00
 5.34403273e+00 5.00189462e+02]",70757.20355176365
"[2.71354437e+00 1.67317929e+00 6.86621622e-02 4.28038564e+00
 5.33742853e+00 5.00193047e+02]",5777.0630213468185
"[2.71486005e+00 1.67305297e+00 6.87762306e-02 4.28163209e+00
 5.33974349e+00 5.00195625e+02]",3365.136400784472
"[2.71695048e+00 1.67790489e+00 6.42495285e-02 4.30386282e+00
 5.35046425e+00 5.00185033e+02]",13457.084453729065
"[2.71425545e+00 1.67407600e+00 6.78205972e-02 4.28354199e+00
 5.34017490e+00 5.00190592e+02]",167282.1048536481
"[2.71359364e+00 1.67342007e+00 6.84260255e-02 4.28141750e+00
 5.33790045e+00 5.00192640e+02]",7397.139725223119
"[2.71605288e+00 1.67520505e+00 6.67762652e-02 4.29169092e+00
 5.34442237e+00 5.00190831e+02]",62002.19462598824
"[2.71503480e+00 1.67413355e+00 6.75743929e-02 4.28772349e+00
 5.34172852e+00 5.00193974e+02]",65.16434883404659
"[2.71359030e+00 1.67230043e+00 6.95448641e-02 4.27678900e+00
 5.33600998e+00 5.00195197e+02]",2501.178908437481
"[2.71608870e+00 1.67484626e+00 6.70285642e-02 4.28963614e+00
 5.34474830e+00 5.00191721e+02]",53362.18495775208
"[2.71422373e+00 1.67468511e+00 6.73388590e-02 4.28448759e+00
 5.34116967e+00 5.00187913e+02]",5.148001439110964
"[2.71168983e+00 1.66876121e+00 7.32259028e-02 4.26064369e+00
 5.32758873e+00 5.00202674e+02]",46657.112930953255
"[2.71581553e+00 1.67456677e+00 6.71746094e-02 4.29069968e+00
 5.34336380e+00 5.00193721e+02]",5930.130915060685
"[2.71567347e+00 1.67558537e+00 6.61773962e-02 4.29478591e+00
 5.34499855e+00 5.00191193e+02]",55697.1754654116
"[2.71588824e+00 1.67524712e+00 6.64801590e-02 4.29400117e+00
 5.34498836e+00 5.00192926e+02]",121802.20980335845
"[2.71401896e+00 1.67366441e+00 6.83467025e-02 4.28004905e+00
 5.33935186e+00 5.00190383e+02]",5777.1258525758585
"[2.71701373e+00 1.67801912e+00 6.41544717e-02 4.30450919e+00
 5.35073656e+00 5.00185069e+02]",52442.071461108964
"[2.71328181e+00 1.67206032e+00 6.98193609e-02 4.27453439e+00
 5.33540887e+00 5.00194937e+02]",4097.11928135325
"[2.71381900e+00 1.67360036e+00 6.82474297e-02 4.28190728e+00
 5.33865891e+00 5.00191896e+02]",3722.1648723928724
"[2.71262409e+00 1.67108948e+00 7.07928662e-02 4.26990860e+00
 5.33290305e+00 5.00196809e+02]",44522.17506988429
"[2.71458097e+00 1.67480160e+00 6.69344387e-02 4.28890802e+00
 5.34231001e+00 5.00190952e+02]",6085.115489174195
"[2.71363467e+00 1.67278374e+00 6.90730721e-02 4.27780708e+00
 5.33722619e+00 5.00193461e+02]",3365.17687704173
"[2.71432711e+00 1.67267318e+00 6.92555894e-02 4.27785739e+00
 5.33815920e+00 5.00194506e+02]",20450.09969373061
"[2.71525461e+00 1.67519256e+00 6.67370315e-02 4.28982703e+00
 5.34367356e+00 5.00189543e+02]",66050.1932305953
"[2.71551443e+00 1.67617731e+00 6.58755729e-02 4.29349731e+00
 5.34542192e+00 5.00186552e+02]",26570.09078622559
"[2.71446968e+00 1.67371183e+00 6.81039364e-02 4.28368704e+00
 5.33998156e+00 5.00192921e+02]",785.1046611196496
"[2.71518772e+00 1.67482031e+00 6.71499776e-02 4.28719275e+00
 5.34300042e+00 5.00189522e+02]",12322.164588622041
"[2.71519889e+00 1.67605410e+00 6.59333026e-02 4.29383010e+00
 5.34480108e+00 5.00187623e+02]",22202.206023831845
"[2.71028578e+00 1.66822909e+00 7.38741959e-02 4.25577710e+00
 5.32447885e+00 5.00201531e+02]",122.12238498843571
"[2.71424007e+00 1.67460388e+00 6.73755982e-02 4.28501085e+00
 5.34090724e+00 5.00188663e+02]",52901.131347640614
"[2.71524783e+00 1.67623692e+00 6.58980386e-02 4.29210131e+00
 5.34509645e+00 5.00184944e+02]",50626.09162243661
"[2.71411204e+00 1.67330978e+00 6.85412505e-02 4.28053651e+00
 5.33899896e+00 5.00192833e+02]",5777.134156570633
"[2.71331400e+00 1.67292845e+00 6.90289066e-02 4.27652735e+00
 5.33703873e+00 5.00191646e+02]",51530.16709674453
"[2.71281607e+00 1.67243658e+00 6.93347032e-02 4.27678597e+00
 5.33532592e+00 5.00194525e+02]",10.147634415080262
"[2.71282408e+00 1.67156682e+00 7.03732242e-02 4.27098524e+00
 5.33394318e+00 5.00194833e+02]",36482.05733316935
"[2.70984694e+00 1.66781128e+00 7.44033550e-02 4.25214550e+00
 5.32334208e+00 5.00201011e+02]",11237.163032094968
"[2.71260143e+00 1.67290530e+00 6.90944667e-02 4.27506846e+00
 5.33574312e+00 5.00190393e+02]",7397.11173217139
"[2.71035730e+00 1.66944730e+00 7.26315654e-02 4.25897254e+00
 5.32641266e+00 5.00196787e+02]",45370.19808187715
"[2.71039168e+00 1.66725700e+00 7.51121887e-02 4.24965227e+00
 5.32333596e+00 5.00202430e+02]",4097.098701464603
"[2.71394732e+00 1.67211400e+00 6.95935143e-02 4.27862337e+00
 5.33634359e+00 5.00197840e+02]",42026.135929624215
"[2.71484458e+00 1.67374076e+00 6.80821183e-02 4.28464377e+00
 5.34056365e+00 5.00193660e+02]",133226.1696067164
"[2.71256652e+00 1.67231250e+00 6.95832093e-02 4.27471365e+00
 5.33429306e+00 5.00193096e+02]",7922.110013285589
"[2.71216950e+00 1.67164809e+00 7.02992663e-02 4.27086571e+00
 5.33284539e+00 5.00194105e+02]",18497.204669955157
"[2.71158395e+00 1.67059549e+00 7.13288558e-02 4.26657907e+00
 5.33044539e+00 5.00196899e+02]",530.0793426923775
"[2.71084983e+00 1.66888479e+00 7.32489326e-02 4.25676520e+00
 5.32698580e+00 5.00199085e+02]",3137.1140363121795
"[2.71198263e+00 1.67045565e+00 7.13699350e-02 4.26739838e+00
 5.33111270e+00 5.00198494e+02]",121802.18305694233
"[2.71397450e+00 1.67505008e+00 6.69751297e-02 4.28586796e+00
 5.34115637e+00 5.00186518e+02]",27226.185929976844
"[2.71179187e+00 1.66960776e+00 7.23421924e-02 4.26375086e+00
 5.32905980e+00 5.00200260e+02]",18497.12258818318
"[2.71237951e+00 1.66999113e+00 7.19427744e-02 4.26463454e+00
 5.33085582e+00 5.00198737e+02]",1601.1556152841524
"[2.71508756e+00 1.67649548e+00 6.54340382e-02 4.29699369e+00
 5.34512593e+00 5.00187347e+02]",3137.1566268411007
"[2.71239286e+00 1.67195404e+00 6.99377043e-02 4.27242562e+00
 5.33389136e+00 5.00193719e+02]",7922.112474010802
"[2.71154315e+00 1.67082705e+00 7.11000556e-02 4.26742841e+00
 5.33076610e+00 5.00196315e+02]",29242.072809436915
"[2.71123102e+00 1.66936519e+00 7.25949750e-02 4.26042834e+00
 5.32822903e+00 5.00198890e+02]",19322.16036083307
"[2.71098852e+00 1.66910314e+00 7.29937594e-02 4.25859090e+00
 5.32724739e+00 5.00199097e+02]",15877.177068513553
"[2.71331978e+00 1.67228307e+00 6.95516635e-02 4.27614816e+00
 5.33580002e+00 5.00194925e+02]",173890.09578485682
"[2.71046504e+00 1.66906772e+00 7.30248485e-02 4.25780338e+00
 5.32630792e+00 5.00198401e+02]",114245.25458761223
"[2.71207517e+00 1.67142308e+00 7.05160414e-02 4.27005159e+00
 5.33226248e+00 5.00194618e+02]",15130.142896757443
"[2.71138635e+00 1.67036387e+00 7.15439216e-02 4.26545082e+00
 5.32988116e+00 5.00197316e+02]",26.15811404331573
"[2.71123112e+00 1.66921140e+00 7.27719804e-02 4.26051771e+00
 5.32775049e+00 5.00199807e+02]",35722.15363813993
"[2.71107810e+00 1.66978630e+00 7.22654570e-02 4.26089022e+00
 5.32860969e+00 5.00197051e+02]",18497.155158090707
"[2.70845986e+00 1.66695598e+00 7.53586749e-02 4.24712173e+00
 5.31987348e+00 5.00201916e+02]",121802.17626624872
"[2.71159187e+00 1.67053673e+00 7.14872554e-02 4.26486329e+00
 5.33045959e+00 5.00195927e+02]",5477.092999852267
"[2.71001695e+00 1.66699306e+00 7.52769849e-02 4.24934860e+00
 5.32265853e+00 5.00203978e+02]",2305.1006625773225
"[2.71246592e+00 1.67179197e+00 7.00998163e-02 4.27185380e+00
 5.33390312e+00 5.00194344e+02]",33125.18529335461
"[2.71269228e+00 1.67308078e+00 6.86994523e-02 4.27858778e+00
 5.33601900e+00 5.00191832e+02]",101.10700978621955
"[2.71103688e+00 1.67025915e+00 7.17353618e-02 4.26350235e+00
 5.32912225e+00 5.00196247e+02]",39602.11088395834
"[2.71170620e+00 1.67141053e+00 7.04640253e-02 4.26994054e+00
 5.33197583e+00 5.00194793e+02]",2.1747928064442195
"[2.71098018e+00 1.67009827e+00 7.18378452e-02 4.26349622e+00
 5.32879805e+00 5.00197091e+02]",24965.14367032167
"[2.71241135e+00 1.67084424e+00 7.10152526e-02 4.26915254e+00
 5.33231054e+00 5.00197826e+02]",31330.212018313596
"[2.71252021e+00 1.67280105e+00 6.90151503e-02 4.27687390e+00
 5.33544960e+00 5.00192291e+02]",7226.111130717384
"[2.71263514e+00 1.67263555e+00 6.91036451e-02 4.27787896e+00
 5.33526810e+00 5.00194077e+02]",10001.138962951849
"[2.71223277e+00 1.67208073e+00 6.98348759e-02 4.27235103e+00
 5.33395008e+00 5.00193025e+02]",28562.09435529652
"[2.71316350e+00 1.67294289e+00 6.88057483e-02 4.27977216e+00
 5.33664771e+00 5.00193946e+02]",126737.1914424393
"[2.71177427e+00 1.67114487e+00 7.06939435e-02 4.26938208e+00
 5.33172614e+00 5.00195897e+02]",10817.189010569124
"[2.71021741e+00 1.66767901e+00 7.45283699e-02 4.25234728e+00
 5.32381122e+00 5.00202169e+02]",10202.165594552398
"[2.71129598e+00 1.67001489e+00 7.18350483e-02 4.26454487e+00
 5.32923753e+00 5.00198463e+02]",362.17669249821586
"[2.71246314e+00 1.67138255e+00 7.04719137e-02 4.27088297e+00
 5.33317138e+00 5.00195781e+02]",8650.112663979326
"[2.71196299e+00 1.67157226e+00 7.02970314e-02 4.27079642e+00
 5.33267720e+00 5.00194649e+02]",16130.12819538879
"[2.71160527e+00 1.67138877e+00 7.04413437e-02 4.26991869e+00
 5.33179154e+00 5.00194782e+02]",145.12383691144646
"[2.71178357e+00 1.67065471e+00 7.12338893e-02 4.26691725e+00
 5.33099963e+00 5.00196819e+02]",485.1189167819141
"[2.71164917e+00 1.67074496e+00 7.10748393e-02 4.26749629e+00
 5.33106650e+00 5.00196744e+02]",20450.156337763667
"[2.71204719e+00 1.67034687e+00 7.16059163e-02 4.26553809e+00
 5.33083344e+00 5.00197387e+02]",4357.164702271533
"[2.71206268e+00 1.67222622e+00 6.96111969e-02 4.27345566e+00
 5.33400331e+00 5.00192971e+02]",226577.10075566577
"[2.71082612e+00 1.66885968e+00 7.31474313e-02 4.25809789e+00
 5.32683528e+00 5.00200018e+02]",1157.1376637635744
"[2.71249765e+00 1.67204629e+00 6.96950497e-02 4.27448799e+00
 5.33441475e+00 5.00194819e+02]",901.1229013195264
"[2.71094677e+00 1.66939831e+00 7.24291463e-02 4.26288277e+00
 5.32767503e+00 5.00200732e+02]",10001.148964238348
"[2.71286532e+00 1.67285881e+00 6.89310026e-02 4.27793644e+00
 5.33620881e+00 5.00193004e+02]",30977.11875355409
"[2.71184943e+00 1.67077182e+00 7.10672317e-02 4.26805832e+00
 5.33122427e+00 5.00196953e+02]",11450.124042874404
"[2.71162760e+00 1.67177302e+00 7.00552333e-02 4.27130932e+00
 5.33244475e+00 5.00193668e+02]",72362.10955818994
"[2.71094285e+00 1.66958971e+00 7.22121755e-02 4.26385687e+00
 5.32789765e+00 5.00200315e+02]",50.091556195167946
"[2.71157835e+00 1.67122541e+00 7.06014335e-02 4.26853047e+00
 5.33166421e+00 5.00194542e+02]",168922.10596290784
"[2.71189202e+00 1.67221392e+00 6.95840469e-02 4.27365217e+00
 5.33363396e+00 5.00193045e+02]",38810.156571530664
"[2.71044690e+00 1.66882774e+00 7.30928960e-02 4.25908700e+00
 5.32612192e+00 5.00201109e+02]",1090.1681128492964
"[2.71079977e+00 1.66962468e+00 7.22899055e-02 4.26193203e+00
 5.32775239e+00 5.00198523e+02]",28562.131870152556
"[2.71265865e+00 1.67268874e+00 6.90970951e-02 4.27690921e+00
 5.33558715e+00 5.00193056e+02]",47525.182260397814
"[2.71109983e+00 1.66943614e+00 7.23718978e-02 4.26334980e+00
 5.32801334e+00 5.00200932e+02]",11882.141249927045
"[2.70992245e+00 1.66812232e+00 7.38771287e-02 4.25598093e+00
 5.32397987e+00 5.00202481e+02]",101.11844066369726
"[2.70904850e+00 1.66605723e+00 7.63801671e-02 4.24510042e+00
 5.31933145e+00 5.00205691e+02]",122.15121281806334
"[2.70856881e+00 1.66486686e+00 7.76452224e-02 4.24090633e+00
 5.31697112e+00 5.00209361e+02]",37250.151839121936
"[2.71164711e+00 1.67082598e+00 7.09118889e-02 4.26991353e+00
 5.33076937e+00 5.00197997e+02]",730.2005583816428
"[2.70897785e+00 1.66799540e+00 7.38910544e-02 4.25618492e+00
 5.32221369e+00 5.00203219e+02]",16385.166921487493
"[2.71001342e+00 1.66692172e+00 7.52827550e-02 4.25004316e+00
 5.32241587e+00 5.00204665e+02]",7057.106330933178
"[2.71053734e+00 1.66850542e+00 7.34620859e-02 4.25810533e+00
 5.32558367e+00 5.00201992e+02]",40805.09148159896
"[2.70924763e+00 1.66648663e+00 7.56812490e-02 4.24905000e+00
 5.32030741e+00 5.00206213e+02]",9605.151571840503
"[2.71077887e+00 1.67012064e+00 7.16742356e-02 4.26495494e+00
 5.32845717e+00 5.00197972e+02]",33125.155170988706
"[2.71107745e+00 1.66862028e+00 7.33400349e-02 4.25928685e+00
 5.32671966e+00 5.00202548e+02]",15377.097326913485
"[2.70805374e+00 1.66480655e+00 7.78071002e-02 4.23969325e+00
 5.31574440e+00 5.00208581e+02]",48401.10787768058
"[2.70986895e+00 1.66809233e+00 7.40276875e-02 4.25440457e+00
 5.32377228e+00 5.00201400e+02]",393130.2214986065
"[2.71237518e+00 1.67093809e+00 7.07203058e-02 4.27194613e+00
 5.33227336e+00 5.00199191e+02]",7922.10202470874
"[2.70887350e+00 1.66613920e+00 7.62955399e-02 4.24444450e+00
 5.31917787e+00 5.00204436e+02]",8101.129845680244
"[2.70749459e+00 1.66339289e+00 7.94996156e-02 4.23294276e+00
 5.31286001e+00 5.00211277e+02]",14885.141238235594
"[2.71112280e+00 1.66923137e+00 7.26933310e-02 4.26132748e+00
 5.32770650e+00 5.00200578e+02]",10817.157105840028
"[2.70877366e+00 1.66555418e+00 7.68474361e-02 4.24401664e+00
 5.31818518e+00 5.00207709e+02]",37250.17097514712
"[2.70961372e+00 1.66767836e+00 7.43718630e-02 4.25441004e+00
 5.32263528e+00 5.00203771e+02]",577.163054066883
"[2.70931056e+00 1.66690234e+00 7.52290730e-02 4.25109236e+00
 5.32103112e+00 5.00205655e+02]",125317.19973243031
"[2.71053910e+00 1.66909445e+00 7.28521610e-02 4.25999338e+00
 5.32657897e+00 5.00200260e+02]",19322.13235608652
"[2.71064457e+00 1.66909126e+00 7.29891918e-02 4.25881964e+00
 5.32653125e+00 5.00199213e+02]",4097.157612258159
"[2.70854334e+00 1.66663233e+00 7.54156548e-02 4.25013636e+00
 5.31925114e+00 5.00205899e+02]",15130.130065529502
"[2.70970020e+00 1.66766601e+00 7.42980064e-02 4.25516528e+00
 5.32288218e+00 5.00204461e+02]",17.117572846635696
"[2.71175592e+00 1.67029286e+00 7.16619138e-02 4.26637493e+00
 5.33004974e+00 5.00198713e+02]",120410.1812109928
"[2.71107271e+00 1.66996584e+00 7.17700426e-02 4.26575539e+00
 5.32859945e+00 5.00199434e+02]",64010.114963543245
"[2.71371737e+00 1.67250031e+00 6.91990871e-02 4.27906625e+00
 5.33683826e+00 5.00196042e+02]",34597.16868332629
"[2.70880188e+00 1.66673940e+00 7.54136892e-02 4.24983052e+00
 5.31976519e+00 5.00205148e+02]",211601.2241929254
"[2.70705900e+00 1.66305299e+00 7.99213202e-02 4.23164221e+00
 5.31140686e+00 5.00212020e+02]",94865.09144228723
"[2.70882738e+00 1.66710665e+00 7.50009060e-02 4.25128006e+00
 5.32048896e+00 5.00204410e+02]",5330.094136930739
"[2.70947361e+00 1.66607645e+00 7.62232425e-02 4.24751948e+00
 5.32010690e+00 5.00207763e+02]",5185.114547865218
"[2.71120041e+00 1.67022158e+00 7.17208094e-02 4.26501728e+00
 5.32912963e+00 5.00197695e+02]",2402.1291783323245
"[2.71178529e+00 1.67071495e+00 7.10721084e-02 4.26944886e+00
 5.33084877e+00 5.00198515e+02]",6725.147505096432
"[2.70948562e+00 1.66706203e+00 7.52018199e-02 4.24979135e+00
 5.32153981e+00 5.00203583e+02]",5477.125298224282
"[2.70886368e+00 1.66635163e+00 7.59419874e-02 4.24653094e+00
 5.31971440e+00 5.00205195e+02]",1522.181746719476
"[2.70852956e+00 1.66526790e+00 7.70226538e-02 4.24454957e+00
 5.31732744e+00 5.00209775e+02]",401.1511795229879
"[2.71188799e+00 1.67126398e+00 7.05374863e-02 4.27083722e+00
 5.33192546e+00 5.00196290e+02]",94250.19695393818
"[2.70936113e+00 1.66743714e+00 7.45713477e-02 4.25381802e+00
 5.32195389e+00 5.00204655e+02]",1765.1576291485437
"[2.70932852e+00 1.66682886e+00 7.51743473e-02 4.25250441e+00
 5.32104338e+00 5.00207294e+02]",30626.098720435457
"[2.70996147e+00 1.66811793e+00 7.39277594e-02 4.25521613e+00
 5.32409503e+00 5.00201902e+02]",226.15657919356963
"[2.70923605e+00 1.66666005e+00 7.55608379e-02 4.24898974e+00
 5.32064099e+00 5.00205337e+02]",12997.156804208864
"[2.70735672e+00 1.66385773e+00 7.87065768e-02 4.23805842e+00
 5.31313924e+00 5.00212669e+02]",265226.2814534071
"[2.71021940e+00 1.66880647e+00 7.30404822e-02 4.26030906e+00
 5.32551332e+00 5.00202018e+02]",170.180044687366
"[2.70907444e+00 1.66557160e+00 7.66659087e-02 4.24638972e+00
 5.31873092e+00 5.00209679e+02]",18497.170325962994
"[2.70996883e+00 1.66774029e+00 7.40494201e-02 4.25774587e+00
 5.32360428e+00 5.00206288e+02]",8101.137790585316
"[2.70855209e+00 1.66612092e+00 7.60895358e-02 4.24731661e+00
 5.31855250e+00 5.00206900e+02]",33490.09716103068
"[2.70906771e+00 1.66776839e+00 7.41839692e-02 4.25443560e+00
 5.32208353e+00 5.00203095e+02]",4357.169383231525
"[2.71106010e+00 1.67007001e+00 7.16460704e-02 4.26672500e+00
 5.32889561e+00 5.00199973e+02]",48401.200418394685
"[2.70889118e+00 1.66632701e+00 7.56220299e-02 4.25152993e+00
 5.31947618e+00 5.00209207e+02]",2501.1725826634247
"[2.71016930e+00 1.66886684e+00 7.30763358e-02 4.25864659e+00
 5.32576067e+00 5.00200478e+02]",10001.12268371784
"[2.71032006e+00 1.66916102e+00 7.27320228e-02 4.26025971e+00
 5.32652366e+00 5.00200157e+02]",290.13050030249906
"[2.70872982e+00 1.66649873e+00 7.58301992e-02 4.24672511e+00
 5.31949103e+00 5.00204299e+02]",47090.18532707317
"[2.70841008e+00 1.66501460e+00 7.74978415e-02 4.24110995e+00
 5.31679493e+00 5.00208483e+02]",1937.1479248408868
"[2.70952988e+00 1.66807595e+00 7.38455705e-02 4.25637593e+00
 5.32325978e+00 5.00202960e+02]",24026.07678325903
"[2.71134802e+00 1.67046455e+00 7.11304794e-02 4.27056234e+00
 5.32975931e+00 5.00200680e+02]",6401.107813690631
"[2.70738684e+00 1.66434690e+00 7.81998408e-02 4.23813925e+00
 5.31437126e+00 5.00210128e+02]",73985.20725016006
"[2.71142819e+00 1.67086123e+00 7.10195167e-02 4.26740868e+00
 5.33079351e+00 5.00196032e+02]",9026.127770747884
"[2.70991200e+00 1.66821647e+00 7.37328574e-02 4.25703508e+00
 5.32428073e+00 5.00203094e+02]",1850.1420402286378
"[2.70936439e+00 1.66658489e+00 7.55286578e-02 4.24999500e+00
 5.32095089e+00 5.00206785e+02]",8465.112048168565
"[2.71091742e+00 1.66915754e+00 7.27816444e-02 4.26070228e+00
 5.32736151e+00 5.00200578e+02]",17162.179629087394
"[2.70914028e+00 1.66799924e+00 7.39847141e-02 4.25510440e+00
 5.32266782e+00 5.00202637e+02]",1445.1414158785087
"[2.70949605e+00 1.66790485e+00 7.42063120e-02 4.25306310e+00
 5.32334696e+00 5.00201749e+02]",2602.1249376804426
"[2.70830151e+00 1.66574140e+00 7.66086125e-02 4.24379863e+00
 5.31798635e+00 5.00206555e+02]",58082.199383094456
"[2.70836167e+00 1.66605142e+00 7.62819073e-02 4.24512167e+00
 5.31827586e+00 5.00205575e+02]",226.1335784164
"[2.70820540e+00 1.66606534e+00 7.62598254e-02 4.24494009e+00
 5.31814591e+00 5.00205453e+02]",6401.119277957434
"[2.70871269e+00 1.66674804e+00 7.53938880e-02 4.24920698e+00
 5.32004981e+00 5.00204986e+02]",730.0960117899452
"[2.70957995e+00 1.66776953e+00 7.44373331e-02 4.25223050e+00
 5.32307855e+00 5.00201848e+02]",19882.122345770338
"[2.71016585e+00 1.66837284e+00 7.36897587e-02 4.25628329e+00
 5.32488813e+00 5.00201552e+02]",84101.16659420033
"[2.70927969e+00 1.66762495e+00 7.44535923e-02 4.25377348e+00
 5.32209756e+00 5.00203732e+02]",16385.15433979994
"[2.70747092e+00 1.66497031e+00 7.75140149e-02 4.23994185e+00
 5.31542438e+00 5.00207869e+02]",677.1510735397094
"[2.71047389e+00 1.67000071e+00 7.16739247e-02 4.26617155e+00
 5.32783914e+00 5.00199763e+02]",362.12965184479856
"[2.70753478e+00 1.66525811e+00 7.70934333e-02 4.24235545e+00
 5.31561842e+00 5.00207667e+02]",21905.1526534797
"[2.70836717e+00 1.66532997e+00 7.71657445e-02 4.24077993e+00
 5.31750752e+00 5.00206426e+02]",25282.194530041208
"[2.70996121e+00 1.66912605e+00 7.26343601e-02 4.26195668e+00
 5.32560411e+00 5.00201429e+02]",3845.150795440602
"[2.70900782e+00 1.66734145e+00 7.46370989e-02 4.25333499e+00
 5.32146791e+00 5.00205018e+02]",35722.190871544495
"[2.70800625e+00 1.66493241e+00 7.75556223e-02 4.24103060e+00
 5.31601041e+00 5.00208945e+02]",4625.160621677382
"[2.70892751e+00 1.66715107e+00 7.47311905e-02 4.25359338e+00
 5.32099464e+00 5.00206095e+02]",36865.09307502921
"[2.70823287e+00 1.66653933e+00 7.55564297e-02 4.24821683e+00
 5.31908490e+00 5.00205307e+02]",75626.24345786257
"[2.70857898e+00 1.66624346e+00 7.58867762e-02 4.24808272e+00
 5.31903546e+00 5.00206968e+02]",4901.167116220805
"[2.71009166e+00 1.66923679e+00 7.24330275e-02 4.26318714e+00
 5.32618262e+00 5.00201885e+02]",46226.20872500501
"[2.70928686e+00 1.66814324e+00 7.38376694e-02 4.25472413e+00
 5.32330306e+00 5.00201383e+02]",46226.17256792772
"[2.70926731e+00 1.66807251e+00 7.37584654e-02 4.25703612e+00
 5.32292596e+00 5.00203533e+02]",97345.20680719761
